Interactor A,Interactor B,Protein Name A,Protein Name B
BNIP3,VPS18,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Vacuolar protein sorting-associated protein 18 homolog
BNIP3,VPS16,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Vacuolar protein sorting-associated protein 16 homolog
BNIP3,TM9SF1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Transmembrane 9 superfamily member 1
BNIP3,C9orf72,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Guanine nucleotide exchange factor C9orf72
BNIP3,TMEM74,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Transmembrane protein 74
BNIP3,RUBCNL,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Protein associated with UVRAG as autophagy enhancer
BNIP3,RAB12,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Ras-related protein Rab-12
BNIP3,NRBF2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Nuclear receptor-binding factor 2
NOD1,BECN1,Nucleotide-binding oligomerization domain-containing protein 1,Beclin-1
NOD1,SQSTM1,Nucleotide-binding oligomerization domain-containing protein 1,Sequestosome-1
NOD1,ATG5,Nucleotide-binding oligomerization domain-containing protein 1,Autophagy protein 5
NOD1,TRIM32,Nucleotide-binding oligomerization domain-containing protein 1,E3 ubiquitin-protein ligase TRIM32
NOD1,MAP1LC3A,Nucleotide-binding oligomerization domain-containing protein 1,Microtubule-associated protein 1 light chain 3 alpha
NOD1,MAP1LC3B,Nucleotide-binding oligomerization domain-containing protein 1,Microtubule-associated protein 1 light chain 3 beta
NOD1,ULK1,Nucleotide-binding oligomerization domain-containing protein 1,Serine/threonine-protein kinase ULK1
NOD1,STING1,Nucleotide-binding oligomerization domain-containing protein 1,Stimulator of interferon genes protein
NOD1,ATG16L1,Nucleotide-binding oligomerization domain-containing protein 1,Autophagy-related protein 16-1
NOD1,HTT,Nucleotide-binding oligomerization domain-containing protein 1,Huntingtin
NOD1,OPTN,Nucleotide-binding oligomerization domain-containing protein 1,Optineurin
NOD1,TP53INP1,Nucleotide-binding oligomerization domain-containing protein 1,Tumor protein p53-inducible nuclear protein 1
NOD1,IRGM,Nucleotide-binding oligomerization domain-containing protein 1,Immunity-related GTPase family M protein
NOD1,UBQLN4,Nucleotide-binding oligomerization domain-containing protein 1,Ubiquilin-4
NOD1,TAX1BP1,Nucleotide-binding oligomerization domain-containing protein 1,Tax1-binding protein 1
SRC,ATG16L1,Proto-oncogene tyrosine-protein kinase Src,Autophagy-related protein 16-1
SRC,BECN1,Proto-oncogene tyrosine-protein kinase Src,Beclin-1
SRC,HTT,Proto-oncogene tyrosine-protein kinase Src,Huntingtin
SRC,ATG9A,Proto-oncogene tyrosine-protein kinase Src,Autophagy-related protein 9A
SRC,PIK3C3,Proto-oncogene tyrosine-protein kinase Src,Phosphatidylinositol 3-kinase catalytic subunit type 3
SRC,ATG4B,Proto-oncogene tyrosine-protein kinase Src,Cysteine protease ATG4B
SRC,SQSTM1,Proto-oncogene tyrosine-protein kinase Src,Sequestosome-1
SRC,AMBRA1,Proto-oncogene tyrosine-protein kinase Src,Activating molecule in BECN1-regulated autophagy protein 1
SRC,ULK2,Proto-oncogene tyrosine-protein kinase Src,Serine/threonine-protein kinase ULK2
SRC,MAP1LC3C,Proto-oncogene tyrosine-protein kinase Src,Microtubule-associated protein 1 light chain 3 gamma
SRC,UBQLN2,Proto-oncogene tyrosine-protein kinase Src,Ubiquilin-2
SRC,OPTN,Proto-oncogene tyrosine-protein kinase Src,Optineurin
SRC,CHMP3,Proto-oncogene tyrosine-protein kinase Src,Charged multivesicular body protein 3
SRC,PIP4K2B,Proto-oncogene tyrosine-protein kinase Src,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
SRC,CALCOCO2,Proto-oncogene tyrosine-protein kinase Src,Calcium-binding and coiled-coil domain-containing protein 2
SRC,STX17,Proto-oncogene tyrosine-protein kinase Src,Syntaxin-17
SRC,STING1,Proto-oncogene tyrosine-protein kinase Src,Stimulator of interferon genes protein
SRC,RB1CC1,Proto-oncogene tyrosine-protein kinase Src,RB1-inducible coiled-coil protein 1
SRC,ATG5,Proto-oncogene tyrosine-protein kinase Src,Autophagy protein 5
SRC,TRIM32,Proto-oncogene tyrosine-protein kinase Src,E3 ubiquitin-protein ligase TRIM32
SRC,MAP1LC3A,Proto-oncogene tyrosine-protein kinase Src,Microtubule-associated protein 1 light chain 3 alpha
SRC,MAP1LC3B,Proto-oncogene tyrosine-protein kinase Src,Microtubule-associated protein 1 light chain 3 beta
SRC,RAB23,Proto-oncogene tyrosine-protein kinase Src,Ras-related protein Rab-23
SRC,RAB7A,Proto-oncogene tyrosine-protein kinase Src,Ras-related protein Rab-7a
SRC,ULK1,Proto-oncogene tyrosine-protein kinase Src,Serine/threonine-protein kinase ULK1
SRC,RAB2A,Proto-oncogene tyrosine-protein kinase Src,Ras-related protein Rab-2A
SRC,UVRAG,Proto-oncogene tyrosine-protein kinase Src,UV radiation resistance-associated gene protein
SRC,LAMP2,Proto-oncogene tyrosine-protein kinase Src,Lysosome-associated membrane glycoprotein 2
SRC,SH3GLB1,Proto-oncogene tyrosine-protein kinase Src,Endophilin-B1
SRC,GABARAPL1,Proto-oncogene tyrosine-protein kinase Src,Gamma-aminobutyric acid receptor-associated protein-like 1
SRC,GABARAPL2,Proto-oncogene tyrosine-protein kinase Src,Gamma-aminobutyric acid receptor-associated protein-like 2
SRC,ATG12,Proto-oncogene tyrosine-protein kinase Src,Ubiquitin-like protein ATG12
SRC,RAB24,Proto-oncogene tyrosine-protein kinase Src,Ras-related protein Rab-24
SRC,ATG14,Proto-oncogene tyrosine-protein kinase Src,Beclin 1-associated autophagy-related key regulator
SRC,UBQLN1,Proto-oncogene tyrosine-protein kinase Src,Ubiquilin-1
SRC,PIK3R4,Proto-oncogene tyrosine-protein kinase Src,Phosphoinositide 3-kinase regulatory subunit 4
SRC,TP53INP1,Proto-oncogene tyrosine-protein kinase Src,Tumor protein p53-inducible nuclear protein 1
SRC,CHMP1A,Proto-oncogene tyrosine-protein kinase Src,Charged multivesicular body protein 1a
SRC,VMP1,Proto-oncogene tyrosine-protein kinase Src,Vacuole membrane protein 1
SRC,CHMP4C,Proto-oncogene tyrosine-protein kinase Src,Charged multivesicular body protein 4c
SRC,ATG13,Proto-oncogene tyrosine-protein kinase Src,Autophagy-related protein 13
SRC,CHMP4B,Proto-oncogene tyrosine-protein kinase Src,Charged multivesicular body protein 4b
SRC,PIP4K2A,Proto-oncogene tyrosine-protein kinase Src,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
SRC,IRGM,Proto-oncogene tyrosine-protein kinase Src,Immunity-related GTPase family M protein
SRC,TBC1D5,Proto-oncogene tyrosine-protein kinase Src,TBC1 domain family member 5
SRC,TBC1D14,Proto-oncogene tyrosine-protein kinase Src,TBC1 domain family member 14
SRC,CHMP2A,Proto-oncogene tyrosine-protein kinase Src,Charged multivesicular body protein 2a
SRC,VPS33A,Proto-oncogene tyrosine-protein kinase Src,Vacuolar protein sorting-associated protein 33A
SRC,CHMP4A,Proto-oncogene tyrosine-protein kinase Src,Charged multivesicular body protein 4a
SRC,ATG9B,Proto-oncogene tyrosine-protein kinase Src,Autophagy-related protein 9B
SRC,TP53INP2,Proto-oncogene tyrosine-protein kinase Src,Tumor protein p53-inducible nuclear protein 2
SRC,NBR1,Proto-oncogene tyrosine-protein kinase Src,Next to BRCA1 gene 1 protein
SRC,CLN3,Proto-oncogene tyrosine-protein kinase Src,Battenin
SRC,VPS18,Proto-oncogene tyrosine-protein kinase Src,Vacuolar protein sorting-associated protein 18 homolog
SRC,VPS16,Proto-oncogene tyrosine-protein kinase Src,Vacuolar protein sorting-associated protein 16 homolog
SRC,C9orf72,Proto-oncogene tyrosine-protein kinase Src,Guanine nucleotide exchange factor C9orf72
SRC,VPS11,Proto-oncogene tyrosine-protein kinase Src,Vacuolar protein sorting-associated protein 11 homolog
SRC,TMEM74,Proto-oncogene tyrosine-protein kinase Src,Transmembrane protein 74
SRC,NRBF2,Proto-oncogene tyrosine-protein kinase Src,Nuclear receptor-binding factor 2
SRC,RAB3GAP2,Proto-oncogene tyrosine-protein kinase Src,Rab3 GTPase-activating protein non-catalytic subunit
ABL1,ATG16L1,Tyrosine-protein kinase ABL1,Autophagy-related protein 16-1
ABL1,BECN1,Tyrosine-protein kinase ABL1,Beclin-1
ABL1,HTT,Tyrosine-protein kinase ABL1,Huntingtin
ABL1,ATG9A,Tyrosine-protein kinase ABL1,Autophagy-related protein 9A
ABL1,ATG4B,Tyrosine-protein kinase ABL1,Cysteine protease ATG4B
ABL1,SQSTM1,Tyrosine-protein kinase ABL1,Sequestosome-1
ABL1,AMBRA1,Tyrosine-protein kinase ABL1,Activating molecule in BECN1-regulated autophagy protein 1
ABL1,ULK2,Tyrosine-protein kinase ABL1,Serine/threonine-protein kinase ULK2
ABL1,STX17,Tyrosine-protein kinase ABL1,Syntaxin-17
ABL1,STING1,Tyrosine-protein kinase ABL1,Stimulator of interferon genes protein
ABL1,RB1CC1,Tyrosine-protein kinase ABL1,RB1-inducible coiled-coil protein 1
ABL1,ATG5,Tyrosine-protein kinase ABL1,Autophagy protein 5
ABL1,MAP1LC3A,Tyrosine-protein kinase ABL1,Microtubule-associated protein 1 light chain 3 alpha
ABL1,MAP1LC3B,Tyrosine-protein kinase ABL1,Microtubule-associated protein 1 light chain 3 beta
ABL1,RAB23,Tyrosine-protein kinase ABL1,Ras-related protein Rab-23
ABL1,RAB7A,Tyrosine-protein kinase ABL1,Ras-related protein Rab-7a
ABL1,ULK1,Tyrosine-protein kinase ABL1,Serine/threonine-protein kinase ULK1
ABL1,UVRAG,Tyrosine-protein kinase ABL1,UV radiation resistance-associated gene protein
ABL1,SH3GLB1,Tyrosine-protein kinase ABL1,Endophilin-B1
ABL1,GABARAPL1,Tyrosine-protein kinase ABL1,Gamma-aminobutyric acid receptor-associated protein-like 1
ABL1,GABARAPL2,Tyrosine-protein kinase ABL1,Gamma-aminobutyric acid receptor-associated protein-like 2
ABL1,ATG12,Tyrosine-protein kinase ABL1,Ubiquitin-like protein ATG12
ABL1,UBQLN1,Tyrosine-protein kinase ABL1,Ubiquilin-1
ABL1,TP53INP1,Tyrosine-protein kinase ABL1,Tumor protein p53-inducible nuclear protein 1
ABL1,CHMP1A,Tyrosine-protein kinase ABL1,Charged multivesicular body protein 1a
ABL1,PIP4K2A,Tyrosine-protein kinase ABL1,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
ABL1,CHMP1B,Tyrosine-protein kinase ABL1,Charged multivesicular body protein 1b
ABL1,UBQLN4,Tyrosine-protein kinase ABL1,Ubiquilin-4
ABL1,VPS18,Tyrosine-protein kinase ABL1,Vacuolar protein sorting-associated protein 18 homolog
ABL1,TAX1BP1,Tyrosine-protein kinase ABL1,Tax1-binding protein 1
ABL1,VPS16,Tyrosine-protein kinase ABL1,Vacuolar protein sorting-associated protein 16 homolog
ABL1,TM9SF1,Tyrosine-protein kinase ABL1,Transmembrane 9 superfamily member 1
ABL1,VPS11,Tyrosine-protein kinase ABL1,Vacuolar protein sorting-associated protein 11 homolog
ABL1,GABARAPL3,Tyrosine-protein kinase ABL1,Gamma-aminobutyric acid receptor-associated protein-like 3
ATG3,BECN1,Ubiquitin-like-conjugating enzyme ATG3,Beclin-1
ATG3,SQSTM1,Ubiquitin-like-conjugating enzyme ATG3,Sequestosome-1
ATG3,ATG5,Ubiquitin-like-conjugating enzyme ATG3,Autophagy protein 5
ATG3,PIK3C3,Ubiquitin-like-conjugating enzyme ATG3,Phosphatidylinositol 3-kinase catalytic subunit type 3
ATG3,MAP1LC3A,Ubiquitin-like-conjugating enzyme ATG3,Microtubule-associated protein 1 light chain 3 alpha
ATG3,MAP1LC3B,Ubiquitin-like-conjugating enzyme ATG3,Microtubule-associated protein 1 light chain 3 beta
ATG3,RAB23,Ubiquitin-like-conjugating enzyme ATG3,Ras-related protein Rab-23
ATG3,RAB7A,Ubiquitin-like-conjugating enzyme ATG3,Ras-related protein Rab-7a
ATG3,ULK1,Ubiquitin-like-conjugating enzyme ATG3,Serine/threonine-protein kinase ULK1
ATG3,STING1,Ubiquitin-like-conjugating enzyme ATG3,Stimulator of interferon genes protein
ATG3,RAB2A,Ubiquitin-like-conjugating enzyme ATG3,Ras-related protein Rab-2A
ATG3,ATG16L1,Ubiquitin-like-conjugating enzyme ATG3,Autophagy-related protein 16-1
ATG3,UVRAG,Ubiquitin-like-conjugating enzyme ATG3,UV radiation resistance-associated gene protein
ATG3,LAMP2,Ubiquitin-like-conjugating enzyme ATG3,Lysosome-associated membrane glycoprotein 2
ATG3,RB1CC1,Ubiquitin-like-conjugating enzyme ATG3,RB1-inducible coiled-coil protein 1
ATG3,SH3GLB1,Ubiquitin-like-conjugating enzyme ATG3,Endophilin-B1
ATG3,GABARAPL1,Ubiquitin-like-conjugating enzyme ATG3,Gamma-aminobutyric acid receptor-associated protein-like 1
ATG3,GABARAPL2,Ubiquitin-like-conjugating enzyme ATG3,Gamma-aminobutyric acid receptor-associated protein-like 2
ATG3,ATG12,Ubiquitin-like-conjugating enzyme ATG3,Ubiquitin-like protein ATG12
ATG3,GABARAP,Ubiquitin-like-conjugating enzyme ATG3,Gamma-aminobutyric acid receptor-associated protein
ATG3,ATG14,Ubiquitin-like-conjugating enzyme ATG3,Beclin 1-associated autophagy-related key regulator
ATG3,UBQLN1,Ubiquitin-like-conjugating enzyme ATG3,Ubiquilin-1
ATG3,PIK3R4,Ubiquitin-like-conjugating enzyme ATG3,Phosphoinositide 3-kinase regulatory subunit 4
ATG3,OPTN,Ubiquitin-like-conjugating enzyme ATG3,Optineurin
ATG3,TP53INP1,Ubiquitin-like-conjugating enzyme ATG3,Tumor protein p53-inducible nuclear protein 1
ATG3,VMP1,Ubiquitin-like-conjugating enzyme ATG3,Vacuole membrane protein 1
ATG3,WDR81,Ubiquitin-like-conjugating enzyme ATG3,WD repeat-containing protein 81
ATG3,MAP1LC3C,Ubiquitin-like-conjugating enzyme ATG3,Microtubule-associated protein 1 light chain 3 gamma
ATG3,ATG13,Ubiquitin-like-conjugating enzyme ATG3,Autophagy-related protein 13
ATG3,ATG9A,Ubiquitin-like-conjugating enzyme ATG3,Autophagy-related protein 9A
ATG3,UBQLN2,Ubiquitin-like-conjugating enzyme ATG3,Ubiquilin-2
ATG3,TBC1D5,Ubiquitin-like-conjugating enzyme ATG3,TBC1 domain family member 5
ATG3,HTT,Ubiquitin-like-conjugating enzyme ATG3,Huntingtin
ATG3,ATG4B,Ubiquitin-like-conjugating enzyme ATG3,Cysteine protease ATG4B
ATG3,AMBRA1,Ubiquitin-like-conjugating enzyme ATG3,Activating molecule in BECN1-regulated autophagy protein 1
ATG3,CALCOCO2,Ubiquitin-like-conjugating enzyme ATG3,Calcium-binding and coiled-coil domain-containing protein 2
ATG3,TBC1D25,Ubiquitin-like-conjugating enzyme ATG3,TBC1 domain family member 25
ATG3,UBQLN4,Ubiquitin-like-conjugating enzyme ATG3,Ubiquilin-4
ATG3,TECPR1,Ubiquitin-like-conjugating enzyme ATG3,Tectonin beta-propeller repeat-containing protein 1
ATG3,VPS33A,Ubiquitin-like-conjugating enzyme ATG3,Vacuolar protein sorting-associated protein 33A
ATG3,ATG9B,Ubiquitin-like-conjugating enzyme ATG3,Autophagy-related protein 9B
ATG3,TP53INP2,Ubiquitin-like-conjugating enzyme ATG3,Tumor protein p53-inducible nuclear protein 2
ATG3,HAP1,Ubiquitin-like-conjugating enzyme ATG3,Huntingtin-associated protein 1
ATG3,NBR1,Ubiquitin-like-conjugating enzyme ATG3,Next to BRCA1 gene 1 protein
ATG3,WIPI1,Ubiquitin-like-conjugating enzyme ATG3,WD repeat domain phosphoinositide-interacting protein 1
ATG3,ZFYVE1,Ubiquitin-like-conjugating enzyme ATG3,Zinc finger FYVE domain-containing protein 1
ATG3,VPS18,Ubiquitin-like-conjugating enzyme ATG3,Vacuolar protein sorting-associated protein 18 homolog
ATG3,WDFY3,Ubiquitin-like-conjugating enzyme ATG3,WD repeat and FYVE domain-containing protein 3
ATG3,VPS16,Ubiquitin-like-conjugating enzyme ATG3,Vacuolar protein sorting-associated protein 16 homolog
ATG3,TM9SF1,Ubiquitin-like-conjugating enzyme ATG3,Transmembrane 9 superfamily member 1
ATG3,TMEM74,Ubiquitin-like-conjugating enzyme ATG3,Transmembrane protein 74
ATG3,NRBF2,Ubiquitin-like-conjugating enzyme ATG3,Nuclear receptor-binding factor 2
ATG3,GABARAPL3,Ubiquitin-like-conjugating enzyme ATG3,Gamma-aminobutyric acid receptor-associated protein-like 3
MTOR,ATG16L1,Serine/threonine-protein kinase mTOR,Autophagy-related protein 16-1
MTOR,BECN1,Serine/threonine-protein kinase mTOR,Beclin-1
MTOR,HTT,Serine/threonine-protein kinase mTOR,Huntingtin
MTOR,ATG9A,Serine/threonine-protein kinase mTOR,Autophagy-related protein 9A
MTOR,PIK3C3,Serine/threonine-protein kinase mTOR,Phosphatidylinositol 3-kinase catalytic subunit type 3
MTOR,ATG4B,Serine/threonine-protein kinase mTOR,Cysteine protease ATG4B
MTOR,SQSTM1,Serine/threonine-protein kinase mTOR,Sequestosome-1
MTOR,AMBRA1,Serine/threonine-protein kinase mTOR,Activating molecule in BECN1-regulated autophagy protein 1
MTOR,ULK2,Serine/threonine-protein kinase mTOR,Serine/threonine-protein kinase ULK2
MTOR,MAP1LC3C,Serine/threonine-protein kinase mTOR,Microtubule-associated protein 1 light chain 3 gamma
MTOR,UBQLN2,Serine/threonine-protein kinase mTOR,Ubiquilin-2
MTOR,OPTN,Serine/threonine-protein kinase mTOR,Optineurin
MTOR,CHMP3,Serine/threonine-protein kinase mTOR,Charged multivesicular body protein 3
MTOR,CALCOCO2,Serine/threonine-protein kinase mTOR,Calcium-binding and coiled-coil domain-containing protein 2
MTOR,STX17,Serine/threonine-protein kinase mTOR,Syntaxin-17
MTOR,STING1,Serine/threonine-protein kinase mTOR,Stimulator of interferon genes protein
MTOR,RB1CC1,Serine/threonine-protein kinase mTOR,RB1-inducible coiled-coil protein 1
MTOR,ATG5,Serine/threonine-protein kinase mTOR,Autophagy protein 5
MTOR,TRIM32,Serine/threonine-protein kinase mTOR,E3 ubiquitin-protein ligase TRIM32
MTOR,MAP1LC3A,Serine/threonine-protein kinase mTOR,Microtubule-associated protein 1 light chain 3 alpha
MTOR,MAP1LC3B,Serine/threonine-protein kinase mTOR,Microtubule-associated protein 1 light chain 3 beta
MTOR,RAB23,Serine/threonine-protein kinase mTOR,Ras-related protein Rab-23
MTOR,RAB7A,Serine/threonine-protein kinase mTOR,Ras-related protein Rab-7a
MTOR,ULK1,Serine/threonine-protein kinase mTOR,Serine/threonine-protein kinase ULK1
MTOR,RAB2A,Serine/threonine-protein kinase mTOR,Ras-related protein Rab-2A
MTOR,UVRAG,Serine/threonine-protein kinase mTOR,UV radiation resistance-associated gene protein
MTOR,LAMP2,Serine/threonine-protein kinase mTOR,Lysosome-associated membrane glycoprotein 2
MTOR,SH3GLB1,Serine/threonine-protein kinase mTOR,Endophilin-B1
MTOR,GABARAPL1,Serine/threonine-protein kinase mTOR,Gamma-aminobutyric acid receptor-associated protein-like 1
MTOR,GABARAPL2,Serine/threonine-protein kinase mTOR,Gamma-aminobutyric acid receptor-associated protein-like 2
MTOR,ATG12,Serine/threonine-protein kinase mTOR,Ubiquitin-like protein ATG12
MTOR,RAB24,Serine/threonine-protein kinase mTOR,Ras-related protein Rab-24
MTOR,GABARAP,Serine/threonine-protein kinase mTOR,Gamma-aminobutyric acid receptor-associated protein
MTOR,ATG14,Serine/threonine-protein kinase mTOR,Beclin 1-associated autophagy-related key regulator
MTOR,UBQLN1,Serine/threonine-protein kinase mTOR,Ubiquilin-1
MTOR,PIK3R4,Serine/threonine-protein kinase mTOR,Phosphoinositide 3-kinase regulatory subunit 4
MTOR,TP53INP1,Serine/threonine-protein kinase mTOR,Tumor protein p53-inducible nuclear protein 1
MTOR,SRPX,Serine/threonine-protein kinase mTOR,Sushi repeat-containing protein SRPX
MTOR,CHMP1A,Serine/threonine-protein kinase mTOR,Charged multivesicular body protein 1a
MTOR,VMP1,Serine/threonine-protein kinase mTOR,Vacuole membrane protein 1
MTOR,WDR81,Serine/threonine-protein kinase mTOR,WD repeat-containing protein 81
MTOR,CHMP4C,Serine/threonine-protein kinase mTOR,Charged multivesicular body protein 4c
MTOR,ATG13,Serine/threonine-protein kinase mTOR,Autophagy-related protein 13
MTOR,CHMP4B,Serine/threonine-protein kinase mTOR,Charged multivesicular body protein 4b
MTOR,ATP13A2,Serine/threonine-protein kinase mTOR,Polyamine-transporting ATPase 13A2
MTOR,PIP4K2A,Serine/threonine-protein kinase mTOR,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
MTOR,IRGM,Serine/threonine-protein kinase mTOR,Immunity-related GTPase family M protein
MTOR,TBC1D5,Serine/threonine-protein kinase mTOR,TBC1 domain family member 5
MTOR,CHMP1B,Serine/threonine-protein kinase mTOR,Charged multivesicular body protein 1b
MTOR,TBC1D17,Serine/threonine-protein kinase mTOR,TBC1 domain family member 17
MTOR,TBC1D14,Serine/threonine-protein kinase mTOR,TBC1 domain family member 14
MTOR,TBC1D25,Serine/threonine-protein kinase mTOR,TBC1 domain family member 25
MTOR,CHMP2B,Serine/threonine-protein kinase mTOR,Charged multivesicular body protein 2b
MTOR,UBQLN4,Serine/threonine-protein kinase mTOR,Ubiquilin-4
MTOR,CHMP2A,Serine/threonine-protein kinase mTOR,Charged multivesicular body protein 2a
MTOR,ULK3,Serine/threonine-protein kinase mTOR,Serine/threonine-protein kinase ULK3
MTOR,TECPR1,Serine/threonine-protein kinase mTOR,Tectonin beta-propeller repeat-containing protein 1
MTOR,VPS33A,Serine/threonine-protein kinase mTOR,Vacuolar protein sorting-associated protein 33A
MTOR,ATG9B,Serine/threonine-protein kinase mTOR,Autophagy-related protein 9B
MTOR,TP53INP2,Serine/threonine-protein kinase mTOR,Tumor protein p53-inducible nuclear protein 2
MTOR,SNAP29,Serine/threonine-protein kinase mTOR,Synaptosomal-associated protein 29
MTOR,NBR1,Serine/threonine-protein kinase mTOR,Next to BRCA1 gene 1 protein
MTOR,WIPI1,Serine/threonine-protein kinase mTOR,WD repeat domain phosphoinositide-interacting protein 1
MTOR,CLN3,Serine/threonine-protein kinase mTOR,Battenin
MTOR,ZFYVE1,Serine/threonine-protein kinase mTOR,Zinc finger FYVE domain-containing protein 1
MTOR,VPS18,Serine/threonine-protein kinase mTOR,Vacuolar protein sorting-associated protein 18 homolog
MTOR,WDFY3,Serine/threonine-protein kinase mTOR,WD repeat and FYVE domain-containing protein 3
MTOR,TAX1BP1,Serine/threonine-protein kinase mTOR,Tax1-binding protein 1
MTOR,VPS16,Serine/threonine-protein kinase mTOR,Vacuolar protein sorting-associated protein 16 homolog
MTOR,TM9SF1,Serine/threonine-protein kinase mTOR,Transmembrane 9 superfamily member 1
MTOR,C9orf72,Serine/threonine-protein kinase mTOR,Guanine nucleotide exchange factor C9orf72
MTOR,VPS11,Serine/threonine-protein kinase mTOR,Vacuolar protein sorting-associated protein 11 homolog
MTOR,TMEM74,Serine/threonine-protein kinase mTOR,Transmembrane protein 74
MTOR,RUBCNL,Serine/threonine-protein kinase mTOR,Protein associated with UVRAG as autophagy enhancer
MTOR,TMEM150B,Serine/threonine-protein kinase mTOR,Modulator of macroautophagy TMEM150B
MTOR,RAB12,Serine/threonine-protein kinase mTOR,Ras-related protein Rab-12
MTOR,NRBF2,Serine/threonine-protein kinase mTOR,Nuclear receptor-binding factor 2
MTOR,GRAMD1A,Serine/threonine-protein kinase mTOR,Protein Aster-A
MTOR,GABARAPL3,Serine/threonine-protein kinase mTOR,Gamma-aminobutyric acid receptor-associated protein-like 3
MTOR,RAB3GAP2,Serine/threonine-protein kinase mTOR,Rab3 GTPase-activating protein non-catalytic subunit
MTOR,RUFY4,Serine/threonine-protein kinase mTOR,RUN and FYVE domain-containing protein 4
PRKAA1,ATG16L1,5'-AMP-activated protein kinase catalytic subunit alpha-1,Autophagy-related protein 16-1
PRKAA1,BECN1,5'-AMP-activated protein kinase catalytic subunit alpha-1,Beclin-1
PRKAA1,HTT,5'-AMP-activated protein kinase catalytic subunit alpha-1,Huntingtin
PRKAA1,ATG9A,5'-AMP-activated protein kinase catalytic subunit alpha-1,Autophagy-related protein 9A
PRKAA1,PIK3C3,5'-AMP-activated protein kinase catalytic subunit alpha-1,Phosphatidylinositol 3-kinase catalytic subunit type 3
PRKAA1,ATG4B,5'-AMP-activated protein kinase catalytic subunit alpha-1,Cysteine protease ATG4B
PRKAA1,SQSTM1,5'-AMP-activated protein kinase catalytic subunit alpha-1,Sequestosome-1
PRKAA1,AMBRA1,5'-AMP-activated protein kinase catalytic subunit alpha-1,Activating molecule in BECN1-regulated autophagy protein 1
PRKAA1,ULK2,5'-AMP-activated protein kinase catalytic subunit alpha-1,Serine/threonine-protein kinase ULK2
PRKAA1,MAP1LC3C,5'-AMP-activated protein kinase catalytic subunit alpha-1,Microtubule-associated protein 1 light chain 3 gamma
PRKAA1,UBQLN2,5'-AMP-activated protein kinase catalytic subunit alpha-1,Ubiquilin-2
PRKAA1,OPTN,5'-AMP-activated protein kinase catalytic subunit alpha-1,Optineurin
PRKAA1,CALCOCO2,5'-AMP-activated protein kinase catalytic subunit alpha-1,Calcium-binding and coiled-coil domain-containing protein 2
PRKAA1,STX17,5'-AMP-activated protein kinase catalytic subunit alpha-1,Syntaxin-17
PRKAA1,STING1,5'-AMP-activated protein kinase catalytic subunit alpha-1,Stimulator of interferon genes protein
PRKAA1,RB1CC1,5'-AMP-activated protein kinase catalytic subunit alpha-1,RB1-inducible coiled-coil protein 1
HSP90AA1,ATG16L1,Heat shock protein HSP 90-alpha,Autophagy-related protein 16-1
HSP90AA1,BECN1,Heat shock protein HSP 90-alpha,Beclin-1
HSP90AA1,HTT,Heat shock protein HSP 90-alpha,Huntingtin
HSP90AA1,ATG9A,Heat shock protein HSP 90-alpha,Autophagy-related protein 9A
HSP90AA1,PIK3C3,Heat shock protein HSP 90-alpha,Phosphatidylinositol 3-kinase catalytic subunit type 3
HSP90AA1,ATG4B,Heat shock protein HSP 90-alpha,Cysteine protease ATG4B
HSP90AA1,SQSTM1,Heat shock protein HSP 90-alpha,Sequestosome-1
HSP90AA1,AMBRA1,Heat shock protein HSP 90-alpha,Activating molecule in BECN1-regulated autophagy protein 1
HSP90AA1,UBQLN2,Heat shock protein HSP 90-alpha,Ubiquilin-2
HSP90AA1,OPTN,Heat shock protein HSP 90-alpha,Optineurin
HSP90AA1,STING1,Heat shock protein HSP 90-alpha,Stimulator of interferon genes protein
HSP90AA1,RB1CC1,Heat shock protein HSP 90-alpha,RB1-inducible coiled-coil protein 1
SIRT2,ATG16L1,NAD-dependent protein deacetylase sirtuin-2,Autophagy-related protein 16-1
SIRT2,BECN1,NAD-dependent protein deacetylase sirtuin-2,Beclin-1
SIRT2,HTT,NAD-dependent protein deacetylase sirtuin-2,Huntingtin
SIRT2,PIK3C3,NAD-dependent protein deacetylase sirtuin-2,Phosphatidylinositol 3-kinase catalytic subunit type 3
SIRT2,ATG4B,NAD-dependent protein deacetylase sirtuin-2,Cysteine protease ATG4B
SIRT2,SQSTM1,NAD-dependent protein deacetylase sirtuin-2,Sequestosome-1
SIRT2,ULK2,NAD-dependent protein deacetylase sirtuin-2,Serine/threonine-protein kinase ULK2
SIRT2,UBQLN2,NAD-dependent protein deacetylase sirtuin-2,Ubiquilin-2
SIRT2,STING1,NAD-dependent protein deacetylase sirtuin-2,Stimulator of interferon genes protein
